0 80 0.1555 3.88964 31.8025 6.17074 6.89159 4.06161 63.0945 11.5065 1.21229 4.11857 78.0443 10.2023 12.0255
0 80 6.02176 3.89038 31.9508 6.21498 7.27419 4.0609 62.9496 11.9388 0.610321 4.103 72.8742 9.59733 13.7635
0 80 3.99726 3.88974 31.8231 6.22142 2.73588 4.06038 62.8433 11.5051 1.15233 4.12306 79.9716 10.0199 15.0105
0 80 4.36808 3.891 32.0759 6.3386 3.16238 4.06041 62.849 10.8928 1.91766 4.07555 66.0524 8.92912 15.3068
0 80 7.45509 3.89038 31.9517 6.12626 6.56694 4.06034 62.8358 11.7375 0.56852 4.10872 74.5928 10.5607 15.941
0 80 2.09087 3.89039 31.9542 6.28559 3.03505 4.06049 62.8666 11.4625 0.357795 4.01543 54.3691 8.84826 16.3592
0 80 7.37108 3.89067 32.0098 6.17462 6.61825 4.06065 62.8979 10.9472 0.692203 4.116 77.0631 11.6216 16.4813
0 80 3.47519 3.8907 32.0144 7.67224 2.36645 4.06148 63.0674 9.75249 4.55665 4.08732 68.7674 8.92449 16.8976
0 80 5.99295 3.89143 32.1611 6.24575 3.30467 4.06095 62.9586 10.8118 0.63702 3.9451 42.1049 6.21609 17.1904
0 80 0.691793 3.89079 32.0336 6.18615 3.19493 4.06118 63.0072 11.1955 2.07901 4.07839 66.6875 9.81314 17.1913
0 80 4.23295 3.89027 31.9296 6.25851 2.82511 4.06048 62.8631 11.757 1.3375 4.11477 76.618 9.33055 18.5393
0 80 1.63538 3.89126 32.128 6.17122 7.05306 4.06083 62.9345 12.3789 4.24041 3.99756 51.218 7.18263 18.6206
0 80 5.74819 3.88984 31.8431 6.11304 7.04715 4.06027 62.8205 10.3231 0.256598 4.0893 69.251 9.91739 18.6871
0 80 6.08772 3.89115 32.1059 6.19209 7.2296 4.06065 62.8978 11.5196 0.567958 4.10623 73.8272 11.8628 19.1478
0 80 2.16892 3.89031 31.9375 6.29834 4.42642 4.05971 62.7075 9.92276 7.02731 4.05618 61.9973 10.6464 19.2512
0 80 0.515205 3.89001 31.8776 6.2499 2.93335 4.06102 62.9729 11.7418 1.89047 3.9706 46.5447 6.82095 19.2654
0 80 6.29421 3.89091 32.0579 6.24473 3.40545 4.06157 63.0863 11.2932 0.9266 4.00472 52.4727 6.46453 19.3546
0 80 3.09226 3.89143 32.1605 6.25558 4.07703 4.061 62.969 10.4232 1.90449 4.08148 67.3909 10.275 19.7812
0 80 6.17427 3.88968 31.8108 6.28482 3.19734 4.06109 62.9882 12.0128 0.744608 4.04038 58.9339 7.77653 19.9374
0 80 4.68485 3.89013 31.9005 6.22049 3.39569 4.06076 62.9203 11.3488 2.22495 4.07085 65.0298 10.384 20.1685
0 80 4.32565 3.89068 32.0123 6.24538 3.19074 4.06099 62.9679 10.8098 1.96448 4.0379 58.4683 9.46337 20.28
0 80 2.25967 3.8911 32.0944 6.27545 4.40965 4.06065 62.8976 10.0506 7.16428 4.07136 65.1382 10.4896 20.9775
0 80 0.296319 3.89089 32.0542 6.13151 2.79218 4.06072 62.9134 11.4362 1.41108 4.06234 63.2434 6.821 21.2828
0 80 7.03352 3.89014 31.9033 6.26446 4.05035 4.06078 62.9241 10.4158 1.94964 4.07327 65.5522 10.5184 21.299
0 80 1.13319 3.89037 31.95 6.21276 2.6415 4.06096 62.9619 11.2821 3.77411 3.97271 46.9095 7.39682 21.6874
1 80 2.36873 3.89059 31.9927 7.2665 0.619816 4.0615 63.0725 8.1687 3.3925 4.03272 57.5036 9.76975 9.0534
1 80 3.65255 3.89062 31.9985 6.98577 2.48622 4.06024 62.8148 10.4613 4.81226 4.05749 62.2595 8.15236 9.78984
1 80 1.69287 3.89063 32.0018 5.42922 2.88435 4.06071 62.91 11.7144 4.12466 4.05083 60.9408 8.86211 9.79336
1 80 3.53459 3.89097 32.0694 7.00185 2.41219 4.06111 62.9918 11.1427 4.66309 4.10451 73.3134 9.88165 10.2415
1 80 2.43196 3.89025 31.9251 7.33679 0.74994 4.06055 62.8786 7.42915 3.52493 4.06043 62.8532 10.6186 12.2889
1 80 4.36806 3.89083 32.0404 6.95754 3.03684 4.0604 62.8467 11.7451 5.70806 3.897 33.2608 5.83215 13.9676
1 80 2.07244 3.89013 31.902 6.93183 4.26934 4.06057 62.8816 9.46923 3.13888 3.98704 49.3884 8.1718 14.5246
1 80 2.24068 3.89067 32.0093 6.96476 3.25535 4.06188 63.1502 10.6719 4.41296 4.03627 58.1626 7.48565 15.1589
1 80 2.50635 3.88982 31.838 6.872 3.56508 4.06107 62.9829 11.3281 5.19606 4.07433 65.7846 8.85615 15.95
1 80 2.89932 3.89074 32.0234 6.98086 1.57671 4.06029 62.8256 8.60526 3.88186 4.10212 72.6239 12.8971 16.0077
1 80 2.47873 3.89083 32.0414 7.29101 1.06002 4.06177 63.1277 7.74874 3.55889 4.04678 60.1545 10.0866 16.4445
1 80 2.4637 3.89014 31.9025 6.95306 1.20947 4.06062 62.8916 6.94072 3.60135 4.10225 72.6598 14.2647 16.4639
1 80 0.705316 3.89019 31.9123 5.45707 3.32614 4.05998 62.7619 12.1009 6.05102 3.95963 44.6429 7.58411 16.5222
1 80 4.35447 3.88965 31.8056 7.04365 3.00602 4.06057 62.882 11.4669 5.74927 4.03533 57.9872 7.59594 16.733
1 80 2.98797 3.89138 32.1504 7.29549 1.95696 4.06082 62.932 8.16218 4.16277 4.0743 65.7781 10.4545 16.8381
1 80 3.42535 3.89046 31.9674 7.00646 2.17822 4.06159 63.0908 9.79376 4.64438 4.02483 56.0584 7.75539 17.3522
1 80 3.64266 3.88997 31.869 6.94085 2.34721 4.06071 62.9103 10.1376 4.58592 4.10513 73.4969 9.30509 17.428
1 80 2.3709 3.89081 32.0379 7.36584 0.764396 4.06117 63.0042 7.38882 3.46983 4.03954 58.7761 11.2358 17.7207
1 80 1.83599 3.89034 31.9429 5.48709 2.83885 4.06053 62.8736 10.6493 4.29092 4.02983 56.9711 8.15777 18.333
1 80 0.210452 3.8906 31.9949 6.86244 2.65915 4.06014 62.7937 11.6525 5.41732 3.98002 48.173 6.67399 18.4456
1 80 3.45723 3.89117 32.1084 7.01269 0.489286 4.06057 62.8818 9.57978 6.30809 4.05494 61.7505 10.8632 18.488
1 80 4.32435 3.89058 31.9919 7.00243 1.98478 4.0601 62.7866 9.22447 3.11853 4.0451 59.8308 9.73701 18.5288
1 80 2.47339 3.89078 32.032 7.33118 0.930914 4.06111 62.9911 6.7347 3.63085 4.00686 52.8482 9.25853 18.8998
1 80 0.0414293 3.89007 31.8882 6.97023 2.56466 4.06106 62.9827 11.5153 4.96034 3.96965 46.379 5.34322 19.0225
1 80 2.0594 3.8901 31.8954 6.88673 3.24938 4.06023 62.8118 12.317 0.586833 4.01656 54.5705 6.37373 19.8849
2 80 6.9606 3.89042 31.9598 5.33782 2.18431 4.0611 62.989 8.59485 3.98191 4.12666 81.8156 14.8771 79.9616
2 80 7.26821 3.89079 32.0324 5.25806 4.44495 4.06081 62.93 6.06768 2.43744 4.1258 81.3418 16.5613 85.2786
2 80 7.47385 3.89038 31.9514 5.3033 2.48275 4.06084 62.9373 11.0107 4.29042 4.11649 77.2447 13.0793 17.3336
2 80 5.5503 3.89116 32.1066 4.94442 2.92421 4.06127 63.0246 11.5766 0.224987 3.95352 43.5797 7.51508 17.9434
2 80 5.53816 3.89081 32.0375 4.99326 2.77213 4.06097 62.963 12.3642 0.116594 4.02096 55.3595 9.11359 18.1149
2 80 4.75487 3.89011 31.8979 4.95513 3.3777 4.06007 62.7799 11.3925 2.19761 3.92982 39.3893 7.07149 18.4997
2 80 0.907975 3.89004 31.8832 5.34883 2.11779 4.0616 63.0919 9.19974 7.56316 4.07518 65.9725 11.9141 18.7067
2 80 5.60389 3.88979 31.8323 5.31102 2.79311 4.06107 62.9841 12.1323 0.159053 4.10629 73.8436 11.684 19.0627
2 80 5.55503 3.89035 31.946 4.95667 2.87019 4.06078 62.9249 12.6845 0.351056 3.99865 51.4087 7.41093 20.7642
2 80 1.9028 3.89168 32.2114 5.84131 3.23694 4.06076 62.9215 12.0513 4.51231 4.04651 60.1023 7.67448 20.8272
2 80 2.05956 3.89031 31.9381 5.31313 0.622409 4.06046 62.8602 9.4686 7.20167 4.04728 60.2515 11.4376 22.1645
2 80 4.30615 3.88997 31.8694 5.34955 5.6284 4.05989 62.7443 8.66988 2.95982 4.06586 63.9728 11.9131 22.3216
2 80 4.58484 3.89012 31.8986 5.2242 3.17389 4.06081 62.9316 12.4629 5.84888 3.97643 47.5532 7.07611 22.5785
2 80 5.89759 3.89008 31.8921 5.29483 4.31975 4.06133 63.0368 9.64054 2.87403 3.96835 46.1552 9.00409 23.0997
2 80 4.60704 3.89065 32.0045 5.19231 2.21442 4.06099 62.9668 10.1043 3.56477 4.11835 77.9594 13.6564 24.6138
2 80 5.99449 3.89072 32.019 5.3239 3.28032 4.06029 62.8257 9.55885 4.36993 4.12467 80.7515 13.6089 95.0047
2 80 5.69167 3.891 32.0747 5.36471 0.358375 4.06133 63.0368 9.0342 6.88285 4.06614 64.0306 12.6535 25.376
2 80 2.0511 3.89092 32.0588 5.27302 3.26281 4.06136 63.0437 12.2076 0.699516 4.1078 74.3055 9.32722 25.6295
2 80 5.58915 3.89065 32.006 4.93988 4.26592 4.06084 62.9374 10.088 2.88635 3.93974 41.158 9.3417 25.7916
2 80 5.18198 3.8905 31.9751 4.94973 3.83272 4.06103 62.9763 11.0741 2.55137 4.03384 57.7105 8.94287 25.9494
2 80 7.52293 3.89031 31.9378 5.30134 2.52828 4.06051 62.8706 10.6929 0.67001 4.09205 69.9354 10.7246 26.502
2 80 1.59902 3.89103 32.082 5.29404 4.15214 4.06054 62.8755 8.88653 6.72494 4.03383 57.7099 11.3244 27.4927
2 80 5.63766 3.89097 32.0687 5.27741 4.10035 4.06072 62.9118 9.95087 2.8788 3.9479 42.5963 7.5853 28.3091
2 80 5.9147 3.89065 32.0046 5.24736 4.29052 4.0608 62.9297 6.0322 3.09142 4.11272 75.9019 14.6016 28.5085
2 80 4.97302 3.89046 31.9678 4.97552 2.47778 4.0605 62.8678 11.1164 3.8478 3.90363 34.5432 6.44243 28.9944
