0 1.00085 0.002
0.16 1.00115 0.002
0.32 1.00076 0.002
0.48 1.00083 0.002
0.64 1.00179 0.002
0.8 1.00346 0.002
0.96 1.00555 0.002
1.12 1.00729 0.002
1.28 1.00758 0.002
1.44 1.00668 0.002
1.6 1.00457 0.002
1.76 1.00234 0.002
1.92 1.00079 0.002
2.08 0.999716 0.002
2.24 0.99833 0.002
2.4 0.997001 0.002
2.56 0.995851 0.002
2.72 0.994953 0.002
2.88 0.994405 0.002
3.04 0.994313 0.002
3.2 0.994446 0.002
3.36 0.995456 0.002
3.52 0.996741 0.002
3.68 0.998188 0.002
3.84 0.999518 0.002
4 1.0005 0.002
4.16 1.00106 0.002
4.32 1.0009 0.002
4.48 1.0007 0.002
4.64 1.00137 0.002
4.8 1.00284 0.002
4.96 1.0047 0.002
5.12 1.00561 0.002
5.28 1.00556 0.002
5.44 1.00465 0.002
5.6 1.00298 0.002
5.76 1.00118 0.002
5.92 1.00029 0.002
6.08 1.00034 0.002
6.24 1.0002 0.002
6.4 0.99967 0.002
6.56 0.998847 0.002
6.72 0.997734 0.002
6.88 0.996482 0.002
7.04 0.995148 0.002
7.2 0.994363 0.002
7.36 0.994986 0.002
7.52 0.99617 0.002
7.68 0.997553 0.002
7.84 0.998948 0.002
8 1.00008 0.002
8.16 1.00082 0.002
8.32 1.001 0.002
8.48 1.00068 0.002
8.64 1.00105 0.002
8.8 1.00226 0.002
8.96 1.00325 0.002
9.12 1.00356 0.002
9.28 1.0033 0.002
9.44 1.00256 0.002
9.6 1.00155 0.002
9.76 1.00046 0.002
9.92 1.00032 0.002
10.08 1.00126 0.002
10.24 1.00228 0.002
10.4 1.00241 0.002
10.56 1.00176 0.002
10.72 1.00032 0.002
10.88 0.998238 0.002
11.04 0.995812 0.002
11.2 0.994493 0.002
11.36 0.994607 0.002
11.52 0.995667 0.002
11.68 0.996934 0.002
11.84 0.998344 0.002
12 0.999598 0.002
12.16 1.00051 0.002
12.32 1.00098 0.002
12.48 1.00076 0.002
12.64 1.00083 0.002
12.8 1.00133 0.002
12.96 1.0014 0.002
13.12 1.00126 0.002
13.28 1.00095 0.002
13.44 1.0006 0.002
13.6 1.00039 0.002
13.76 1.00024 0.002
13.92 1.00087 0.002
14.08 1.00248 0.002
14.24 1.00437 0.002
14.4 1.00505 0.002
14.56 1.00442 0.002
14.72 1.00257 0.002
14.88 0.999502 0.002
15.04 0.996647 0.002
15.2 0.994833 0.002
15.36 0.994391 0.002
15.52 0.99521 0.002
15.68 0.996351 0.002
15.84 0.997724 0.002
16 0.999058 0.002
16.16 1.00012 0.002
16.32 1.0008 0.002
16.48 1.00086 0.002
16.64 1.00055 0.002
16.8 0.999905 0.002
16.96 0.999303 0.002
17.12 0.998858 0.002
17.28 0.998683 0.002
17.44 0.998894 0.002
17.6 0.999574 0.002
17.76 1.00053 0.002
17.92 1.00188 0.002
18.08 1.00398 0.002
18.24 1.00633 0.002
18.4 1.00743 0.002
18.56 1.00669 0.002
18.72 1.0042 0.002
18.88 1.00076 0.002
19.04 0.997634 0.002
19.2 0.995373 0.002
19.36 0.994386 0.002
19.52 0.994808 0.002
19.68 0.995829 0.002
19.84 0.997108 0.002
20 0.998477 0.002
20.16 0.999663 0.002
20.32 1.00051 0.002
20.48 1.00087 0.002
20.64 0.999736 0.002
20.8 0.998236 0.002
20.96 0.997094 0.002
21.12 0.996518 0.002
21.28 0.996662 0.002
21.44 0.997578 0.002
21.6 0.999195 0.002
21.76 1.00123 0.002
21.92 1.00325 0.002
22.08 1.00564 0.002
22.24 1.00803 0.002
22.4 1.00935 0.002
22.56 1.00838 0.002
22.72 1.00547 0.002
22.88 1.00206 0.002
23.04 0.998747 0.002
23.2 0.9961 0.002
23.36 0.994594 0.002
23.52 0.994503 0.002
23.68 0.995382 0.002
23.84 0.99652 0.002
24 0.997874 0.002
24.16 0.99915 0.002
24.32 1.00015 0.002
24.48 1.00027 0.002
24.64 0.998597 0.002
24.8 0.996431 0.002
24.96 0.994926 0.002
25.12 0.994409 0.002
25.28 0.995027 0.002
25.44 0.996728 0.002
25.6 0.999266 0.002
25.76 1.00223 0.002
25.92 1.00486 0.002
26.08 1.00731 0.002
26.24 1.00945 0.002
26.4 1.01066 0.002
26.56 1.00937 0.002
26.72 1.00668 0.002
26.88 1.00338 0.002
27.04 0.999957 0.002
27.2 0.996993 0.002
27.36 0.995009 0.002
27.52 0.994364 0.002
27.68 0.99499 0.002
27.84 0.995979 0.002
28 0.997266 0.002
28.16 0.998593 0.002
28.32 0.999529 0.002
28.48 0.998974 0.002
28.64 0.997155 0.002
28.8 0.994627 0.002
28.96 0.992967 0.002
29.12 0.992686 0.002
29.28 0.993882 0.002
29.44 0.996373 0.002
29.6 0.999735 0.002
29.76 1.00339 0.002
29.92 1.00652 0.002
30.08 1.00883 0.002
30.24 1.01054 0.002
30.4 1.01113 0.002
30.56 1.01014 0.002
30.72 1.00779 0.002
30.88 1.00467 0.002
31.04 1.00123 0.002
31.2 0.998029 0.002
31.36 0.995619 0.002
31.52 0.994438 0.002
31.68 0.994657 0.002
31.84 0.995508 0.002
32 0.996674 0.002
32.16 0.997973 0.002
32.32 0.998209 0.002
32.48 0.997263 0.002
32.64 0.995451 0.002
32.8 0.992981 0.002
32.96 0.991374 0.002
33.12 0.991469 0.002
33.28 0.993282 0.002
33.44 0.99649 0.002
33.6 1.00051 0.002
33.76 1.00461 0.002
33.92 1.00802 0.002
34.08 1.01008 0.002
34.24 1.01113 0.002
34.4 1.01118 0.002
34.56 1.0107 0.002
34.72 1.0088 0.002
34.88 1.00592 0.002
35.04 1.00254 0.002
35.2 0.999182 0.002
35.36 0.99641 0.002
35.52 0.994723 0.002
35.68 0.994427 0.002
35.84 0.995121 0.002
36 0.99612 0.002
36.16 0.996834 0.002
36.32 0.996447 0.002
36.48 0.995262 0.002
36.64 0.993586 0.002
36.8 0.991595 0.002
36.96 0.990278 0.002
37.12 0.990836 0.002
37.28 0.993232 0.002
37.44 0.997009 0.002
37.6 1.00145 0.002
37.76 1.00576 0.002
37.92 1.00918 0.002
38.08 1.01095 0.002
38.24 1.01118 0.002
38.4 1.01118 0.002
38.56 1.01103 0.002
38.72 1.00967 0.002
38.88 1.0071 0.002
39.04 1.00386 0.002
39.2 1.00042 0.002
39.36 0.997359 0.002
39.52 0.995211 0.002
39.68 0.994366 0.002
39.84 0.994795 0.002
